restaurant_name,online_order,book_table,rate_out_of_5,total_votes,location,rest_type,approx_cost_for_two,type_of_meal
Trippy Paradise,Yes,No,2.6,59,BTM,Cafe,900,Delivery
City Cafe,Yes,No,,0,JP Nagar,"Beverage Shop, Quick Bites",200,Delivery
Biryani Magic,Yes,No,3.5,31,BTM,Quick Bites,300,Delivery
YumYumDilli,Yes,No,,0,JP Nagar,Delivery,500,Delivery
Nagarjuna,No,No,4.2,1278,Bannerghatta Road,Casual Dining,800,Delivery
Laddoos,Yes,No,3.4,276,BTM,"Quick Bites, Dessert Parlor",250,Delivery
Smoke Oil Salt,Yes,No,,0,BTM,Quick Bites,850,Delivery
Momo King,Yes,No,,0,Bannerghatta Road,Quick Bites,200,Delivery
New Prashanth Hotel,Yes,No,3.1,64,JP Nagar,Casual Dining,750,Delivery
Waffle Stories,Yes,No,4.0,69,BTM,Dessert Parlor,300,Delivery
Late Night,Yes,No,3.7,288,Kumaraswamy Layout,Quick Bites,500,Delivery
Kettle & Kegs,Yes,No,3.3,4,Bannerghatta Road,Delivery,200,Delivery
Waffle Walle,Yes,No,4.3,676,Bannerghatta Road,Kiosk,500,Delivery
Dakshin Cafe,Yes,No,4.1,140,JP Nagar,Quick Bites,100,Delivery
Shake It Off,Yes,No,4.0,65,JP Nagar,Beverage Shop,600,Delivery
Bombay Kulfi,Yes,No,3.7,41,JP Nagar,Dessert Parlor,150,Delivery
Chaat Central,Yes,No,3.3,4,Bannerghatta Road,Food Court,300,Delivery
Two Friends Cauldron,Yes,Yes,4.1,448,JP Nagar,Casual Dining,700,Delivery
Bun Town,Yes,No,4.0,203,BTM,"Cafe, Bakery",500,Delivery
INDULGE by InnerChef,Yes,No,,0,JP Nagar,Bakery,400,Delivery
Garden Fresh,Yes,No,3.9,50,BTM,Beverage Shop,200,Delivery
Dhabeliwala,Yes,No,3.8,44,JP Nagar,Kiosk,250,Delivery
Rayaan's BBQ,Yes,No,3.3,6,BTM,Quick Bites,350,Delivery
Cafe Zuppa,Yes,No,,0,JP Nagar,Cafe,450,Delivery
Chaat Junction,Yes,No,3.7,49,Bannerghatta Road,Quick Bites,200,Delivery
Asharfilal,Yes,No,3.5,10,Bannerghatta Road,Dessert Parlor,150,Delivery
Street Foods by Punjab Grill,Yes,No,3.6,19,Bannerghatta Road,Food Court,800,Delivery
Tiwari's Ghee Paratha and Chats,Yes,No,3.2,6,JP Nagar,Quick Bites,200,Delivery
Spurthi Foods,Yes,No,3.7,71,BTM,"Takeaway, Delivery",300,Delivery
Melting Pot at Woodrose,Yes,No,3.7,19,JP Nagar,Quick Bites,800,Delivery
Pot Biryani,Yes,No,3.1,166,Bannerghatta Road,Quick Bites,600,Delivery
Thanco's Natural Ice Cream,Yes,No,3.6,27,BTM,Dessert Parlor,450,Delivery
Mango Tree- The Beer Garden,Yes,Yes,4.1,1320,JP Nagar,Casual Dining,"1,200",Delivery
Dessi Cuppa,Yes,No,3.4,4,BTM,"Quick Bites, Beverage Shop",300,Delivery
Halli Mane MUDDE OOTA,Yes,No,3.5,14,JP Nagar,Quick Bites,300,Delivery
Lyengar's Cakes N Cookies,Yes,No,,0,Bannerghatta Road,Bakery,400,Delivery
Eat & Joy Restaurant,Yes,No,3.0,7,JP Nagar,,300,Delivery
YumYumSouth,Yes,No,,0,JP Nagar,Delivery,600,Delivery
Wow Vada Pav,Yes,No,3.3,46,Bannerghatta Road,Quick Bites,150,Delivery
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,,0,JP Nagar,Delivery,500,Delivery
The Jade Kitchen,Yes,No,4.0,116,JP Nagar,Casual Dining,400,Delivery
Krishna Vaibhava,Yes,No,3.5,40,BTM,Casual Dining,350,Delivery
Lassi Shop,Yes,No,,0,JP Nagar,Dessert Parlor,80,Delivery
Sandwichwallas,Yes,No,3.6,32,JP Nagar,Quick Bites,200,Delivery
Drunken Monkey,Yes,No,4.4,288,Bannerghatta Road,"Beverage Shop, Quick Bites",400,Delivery
Woodee Pizza,Yes,No,2.7,85,JP Nagar,Cafe,500,Delivery
Nandhanus Rasoi,Yes,No,3.4,9,Jayanagar,Quick Bites,200,Delivery
Donne Biriyani Mane,Yes,No,3.2,6,Bannerghatta Road,Quick Bites,350,Delivery
Fish And Dish,Yes,No,3.6,22,JP Nagar,Quick Bites,350,Delivery
Miss Momo,Yes,No,3.2,12,BTM,Quick Bites,250,Delivery
Funky Punjab,Yes,No,3.9,124,BTM,Quick Bites,400,Delivery
Intalia,Yes,No,3.6,323,Bannerghatta Road,Food Court,800,Delivery
Chicken County Restaurant,Yes,No,3.5,10,Bannerghatta Road,Casual Dining,400,Delivery
Velvet Kitchen,Yes,No,3.5,15,Bannerghatta Road,Casual Dining,600,Delivery
Hotel Aradhana,Yes,No,3.7,51,Bannerghatta Road,Quick Bites,300,Delivery
The Chervil,Yes,No,4.2,229,JP Nagar,Casual Dining,"1,000",Delivery
Eatsomnia,Yes,No,,0,JP Nagar,Delivery,500,Delivery
Sri Rajasthani Foods,Yes,No,3.6,8,JP Nagar,Quick Bites,200,Delivery
New Royal Treat,Yes,No,2.8,102,Bannerghatta Road,Quick Bites,350,Delivery
I Cool,Yes,No,4.0,76,JP Nagar,Quick Bites,150,Delivery
The Kitchen,Yes,No,,0,JP Nagar,Casual Dining,800,Delivery
Mahek Pizza,Yes,No,3.9,38,JP Nagar,Quick Bites,400,Delivery
Asha Sweets Centre,Yes,No,3.9,42,JP Nagar,Dessert Parlor,250,Delivery
KC Das- Sweet World,Yes,No,3.3,5,JP Nagar,"Sweet Shop, Quick Bites",200,Delivery
Stoned Monkey,Yes,No,3.9,239,JP Nagar,Dessert Parlor,500,Delivery
Panther Cafe,Yes,No,3.5,8,BTM,Beverage Shop,200,Delivery
Udupi Upachar,Yes,No,3.3,12,JP Nagar,Quick Bites,300,Delivery
Lassi Ghar,Yes,No,,0,Bannerghatta Road,Beverage Shop,150,Delivery
Authentic Aandhra,Yes,No,,0,BTM,Delivery,300,Delivery
Juicy Momos,Yes,No,3.1,21,Bannerghatta Road,Food Court,250,Delivery
Roots n Fruits,Yes,No,3.6,13,JP Nagar,Beverage Shop,250,Delivery
Indian Desi Momo,Yes,No,,0,Bommanahalli,Takeaway,200,Delivery
Kaizen Wellness Kitchen,Yes,No,3.7,37,JP Nagar,Casual Dining,800,Delivery
Big Mishra Pedha,Yes,No,3.3,7,Bannerghatta Road,Sweet Shop,300,Delivery
Mad Over Donuts,Yes,No,3.1,17,Bannerghatta Road,Dessert Parlor,450,Delivery
Kolkata Famous Kati Rolls,Yes,No,3.1,25,Bannerghatta Road,"Takeaway, Delivery",100,Delivery
Vinaya Cafe,Yes,No,3.7,55,JP Nagar,Quick Bites,200,Delivery
RBP Greens Garden,Yes,No,2.7,48,BTM,Casual Dining,700,Delivery
Supreme Biryani,Yes,No,,0,South Bangalore,"Takeaway, Delivery",400,Delivery
Dazu Momoz,Yes,No,3.1,8,Bannerghatta Road,Kiosk,200,Delivery
Desi Dhaba,Yes,No,3.3,13,BTM,Delivery,400,Delivery
World of Waffles,Yes,No,3.9,178,JP Nagar,Dessert Parlor,400,Delivery
Pika's Kitchen,Yes,No,3.4,24,Bannerghatta Road,Casual Dining,800,Delivery
Dilli ??,Yes,No,,0,South Bangalore,Delivery,500,Delivery
Lassi Cafe,Yes,No,3.4,16,Bannerghatta Road,Beverage Shop,150,Delivery
The London Shakes,Yes,No,,0,BTM,Beverage Shop,400,Delivery
New Mogul Empire,Yes,No,3.4,5,JP Nagar,Quick Bites,300,Delivery
Atithi Biryani Corner,Yes,No,3.3,4,JP Nagar,Quick Bites,200,Delivery
Oottupura Family Restaurant,Yes,No,3.4,224,Bannerghatta Road,Quick Bites,400,Delivery
Tisano Cafe,Yes,No,3.8,54,Bannerghatta Road,Cafe,500,Delivery
Yumme Veg,Yes,No,3.6,14,Bannerghatta Road,"Takeaway, Delivery",200,Delivery
Shree Guru Raghavendra Chats Chintamani Special,Yes,No,3.6,26,Bannerghatta Road,Quick Bites,200,Delivery
Vyanjan,Yes,No,3.9,199,BTM,Quick Bites,300,Delivery
Havmor,Yes,No,3.5,21,JP Nagar,Dessert Parlor,200,Delivery
Sri Sankara Cafe,Yes,No,3.6,26,BTM,Quick Bites,100,Delivery
Bhaijaan Barbeques,Yes,No,3.4,8,South Bangalore,Food Truck,200,Delivery
Namana Garden,Yes,No,,0,Bannerghatta Road,Quick Bites,250,Delivery
Sri Krishna Sagar,Yes,No,3.4,19,Kanakapura Road,Quick Bites,300,Delivery
Chatter Platter,Yes,No,3.5,28,BTM,Quick Bites,300,Delivery
Momo Time,Yes,No,,0,Bannerghatta Road,Quick Bites,600,Delivery
Bikaneri Sweets,Yes,No,3.4,19,Bannerghatta Road,Sweet Shop,250,Delivery
Watson's,Yes,Yes,4.0,1010,JP Nagar,"Pub, Bar","1,300",Delivery
Sri Nandi Grand,Yes,No,3.4,6,BTM,Quick Bites,300,Delivery
Chicken Man,Yes,Yes,3.8,72,JP Nagar,Quick Bites,400,Delivery
Only Sharjah,Yes,No,,0,BTM,Beverage Shop,200,Delivery
Chef Baker's,Yes,No,3.6,23,Bannerghatta Road,"Bakery, Quick Bites",450,Delivery
Sree Ganesha Fruits & Juice,Yes,No,3.4,5,Bannerghatta Road,Beverage Shop,100,Delivery
Goli Vada Pav No. 1,Yes,No,3.2,44,JP Nagar,Quick Bites,200,Delivery
Nandhana Palace,No,Yes,4.1,1000,Bannerghatta Road,"Casual Dining, Bar",800,Delivery
Happy Eats,Yes,No,,0,JP Nagar,Delivery,300,Delivery
Biryani Nights,Yes,No,3.6,19,Bannerghatta Road,Quick Bites,400,Delivery
Thejas Bhavan,Yes,No,3.5,27,Bannerghatta Road,Quick Bites,400,Delivery
Kababish Restaurant,Yes,No,3.6,15,BTM,,700,Delivery
Graffitea,Yes,No,3.7,16,BTM,"Beverage Shop, Quick Bites",200,Delivery
Gappe,Yes,No,3.8,32,Bannerghatta Road,Kiosk,200,Delivery
On The Nose,Yes,No,3.8,613,BTM,Cafe,600,Delivery
Juicy & Spicy,Yes,No,3.1,4,JP Nagar,"Quick Bites, Beverage Shop",150,Delivery
Eat Repeat Express,Yes,No,3.2,20,JP Nagar,Casual Dining,700,Delivery
TFI - The Fresh Ice Cream,Yes,No,3.2,41,Bannerghatta Road,Dessert Parlor,400,Delivery
Mirch Masala,Yes,No,3.4,6,JP Nagar,Quick Bites,500,Delivery
Just Chill,Yes,No,3.4,54,BTM,Beverage Shop,250,Delivery
Gruhalakshmi Home Foods,Yes,No,,0,Bommanahalli,Sweet Shop,250,Delivery
BEIR,No,No,,0,Bannerghatta Road,Casual Dining,800,Delivery
Bengalooru Tiffany's,Yes,No,3.0,38,JP Nagar,Quick Bites,400,Delivery
Udupi Thaja Thindi,Yes,No,2.9,42,BTM,Quick Bites,250,Delivery
Chaat Cafee,Yes,No,,0,JP Nagar,Quick Bites,150,Delivery
Baba Ka Dhaba,Yes,No,3.7,194,BTM,Quick Bites,400,Delivery
Hot Burg,Yes,No,3.5,51,Bannerghatta Road,Quick Bites,200,Delivery
Northern Bites,Yes,No,3.3,50,Bannerghatta Road,Casual Dining,400,Delivery
Hotel Smile,Yes,No,3.1,6,Jayanagar,Casual Dining,400,Delivery
Roll Wala,Yes,No,3.3,7,JP Nagar,"Takeaway, Delivery",300,Delivery
Natural Ice Cream,No,No,4.3,423,Bannerghatta Road,Dessert Parlor,150,Delivery
Biriyani Mane,Yes,No,3.7,158,Jayanagar,Casual Dining,700,Delivery
F3 Food Fun Fiesta,Yes,No,3.3,31,Bannerghatta Road,"Takeaway, Delivery",500,Delivery
Churchill's,Yes,Yes,4.1,1403,JP Nagar,"Casual Dining, Pub","1,100",Delivery
Mr. Cane,Yes,No,,0,Bommanahalli,Beverage Shop,100,Delivery
Ruchi Foods,Yes,No,,0,Bannerghatta Road,Quick Bites,400,Delivery
Kulkarni's New Uttara Karnataka Food Speciality Stores,Yes,No,3.4,6,JP Nagar,Quick Bites,250,Delivery
The Hungers Zone,Yes,No,3.8,57,BTM,Quick Bites,300,Delivery
Brew Point,Yes,No,3.6,10,JP Nagar,Cafe,500,Delivery
The Chocolate Room,Yes,No,3.9,153,JP Nagar,Food Court,400,Delivery
Aramane Restaurant,Yes,Yes,2.9,90,Bannerghatta Road,Casual Dining,800,Delivery
Cookie Man,Yes,No,,0,Bannerghatta Road,Dessert Parlor,150,Delivery
Hunger2Eat,Yes,No,3.8,27,BTM,Quick Bites,400,Delivery
BBQ Ride 46,Yes,No,3.4,7,South Bangalore,Food Truck,200,Delivery
Bawarchi Inn,Yes,No,3.1,140,BTM,Casual Dining,600,Delivery
Ruh's Cafe,Yes,No,4.1,463,BTM,Cafe,500,Delivery
Eatery Have U Been,Yes,No,3.4,36,BTM,"Cafe, Quick Bites",500,Delivery
Mojo Pizza - 2X Toppings,Yes,No,4.2,384,Bannerghatta Road,"Takeaway, Delivery",600,Delivery
Upahar Banashree,Yes,No,3.4,18,Bannerghatta Road,Quick Bites,400,Delivery
Petoo,Yes,No,,0,BTM,Quick Bites,400,Delivery
Me And My Cake,Yes,No,3.1,8,JP Nagar,Takeaway,500,Delivery
Bhojon Tripti,Yes,No,2.9,24,Bannerghatta Road,Quick Bites,300,Delivery
New South Corner,Yes,No,3.7,20,BTM,Quick Bites,300,Delivery
Khana Khazana,Yes,No,3.7,22,Bannerghatta Road,Delivery,400,Delivery
China Tang,Yes,No,3.7,41,BTM,"Takeaway, Delivery",600,Delivery
California Burrito,No,No,4.0,177,Bannerghatta Road,Quick Bites,400,Delivery
Hungry Haters,Yes,No,,0,JP Nagar,Takeaway,300,Delivery
Tandoor Garden,Yes,No,3.6,70,BTM,Quick Bites,350,Delivery
Caffe Pascucci,Yes,Yes,4.0,790,JP Nagar,Casual Dining,"1,300",Delivery
Freeze It,Yes,No,3.6,6,BTM,Dessert Parlor,300,Delivery
Meal Square,Yes,No,3.2,8,Bannerghatta Road,Delivery,600,Delivery
Chaitanya Cafe,Yes,No,3.9,92,JP Nagar,Quick Bites,300,Delivery
Anand Sweets and Savouries,No,No,4.1,131,Bannerghatta Road,Sweet Shop,400,Delivery
Narayany Pure Veg,Yes,No,,0,JP Nagar,Quick Bites,250,Delivery
Tasty Jigarthanda,Yes,No,3.4,10,BTM,Beverage Shop,150,Delivery
Berrylicious,Yes,No,3.8,89,JP Nagar,Dessert Parlor,400,Delivery
RCS Kitchen,Yes,No,3.3,34,BTM,Quick Bites,500,Delivery
Pappu Da Dhaba,Yes,No,3.0,57,Jayanagar,Quick Bites,400,Delivery
Smoke - The Sizzler House,Yes,No,3.8,92,Bannerghatta Road,Food Court,"1,100",Delivery
Sandwich Shop,Yes,No,2.9,47,JP Nagar,Delivery,400,Delivery
Joon Restaurant,Yes,No,3.7,31,BTM,Quick Bites,400,Delivery
Shree Udupi Grand,Yes,No,3.8,14,Jayanagar,Casual Dining,600,Delivery
Snack Knack,Yes,No,3.0,36,BTM,Quick Bites,200,Delivery
Chung Wah Opus,Yes,No,3.0,57,JP Nagar,Casual Dining,650,Delivery
Chef & Dine,Yes,No,3.2,57,Bannerghatta Road,Casual Dining,650,Delivery
GFC Biryani,Yes,No,,0,BTM,Quick Bites,300,Delivery
Once In Nature,Yes,No,3.7,37,JP Nagar,Quick Bites,300,Delivery
Manjushree Upahara,Yes,No,3.8,31,Bannerghatta Road,Quick Bites,150,Delivery
Hotel Annapoorna,Yes,No,3.2,9,Bannerghatta Road,Quick Bites,400,Delivery
Dream a Dozen,Yes,No,4.3,133,JP Nagar,Delivery,300,Delivery
Bread Crumbs Bakery,No,No,4.0,164,Bannerghatta Road,Bakery,250,Delivery
Nite Out,Yes,No,3.9,161,JP Nagar,Delivery,500,Delivery
Le Centre Jeunesse,Yes,No,,0,Bannerghatta Road,Quick Bites,400,Delivery
Cupcake Bliss,Yes,No,3.5,9,BTM,Delivery,250,Delivery
Armaani Caffe,Yes,No,3.5,12,BTM,Quick Bites,250,Delivery
Muddhe Bytes,Yes,No,3.4,9,Bannerghatta Road,Quick Bites,300,Delivery
The Paratha Stories,Yes,No,,0,JP Nagar,Quick Bites,250,Delivery
Food Court,Yes,No,,0,JP Nagar,Quick Bites,300,Delivery
Calvin's,Yes,No,,0,Bommanahalli,"Takeaway, Delivery",800,Delivery
Yummy Momos,Yes,No,,0,Bannerghatta Road,Quick Bites,200,Delivery
Bombay Kulfis,Yes,No,3.5,9,Bannerghatta Road,Dessert Parlor,200,Delivery
Willys Top Cafe,Yes,No,4.0,308,Jayanagar,Cafe,750,Delivery
Mist n Creams,Yes,No,3.7,15,Bannerghatta Road,Dessert Parlor,400,Delivery
Papacream,Yes,No,3.7,17,JP Nagar,Dessert Parlor,350,Delivery
Woody's,Yes,No,2.6,208,JP Nagar,Casual Dining,650,Delivery
JP Fish Land,Yes,No,3.6,24,BTM,Quick Bites,300,Delivery
Pepper Crown Restaurant,Yes,No,3.2,7,Bannerghatta Road,Casual Dining,700,Delivery
Pizza Paradise,Yes,No,3.6,59,JP Nagar,Quick Bites,500,Delivery
Cakeport,Yes,No,,0,Bannerghatta Road,Bakery,400,Delivery
The Curry Hut Plus,Yes,No,3.4,116,Bannerghatta Road,Casual Dining,400,Delivery
Brews N Bites,Yes,No,2.7,48,Bannerghatta Road,"Quick Bites, Cafe",650,Delivery
Skytouch Le Cafe,Yes,No,3.7,127,JP Nagar,Cafe,700,Delivery
Malabar Mess,No,No,3.7,43,Bannerghatta Road,Mess,250,Delivery
Malabar Cafe,Yes,No,3.3,4,Bannerghatta Road,Quick Bites,400,Delivery
Tangra Indo - Chinese Cuisine,Yes,No,3.6,29,Jayanagar,Food Court,400,Delivery
Juice Junction,Yes,No,2.9,19,JP Nagar,Beverage Shop,150,Delivery
Mudpipe Cafe,Yes,Yes,3.9,727,JP Nagar,Cafe,800,Delivery
Xpress Chai,Yes,No,3.3,6,BTM,"Beverage Shop, Quick Bites",150,Delivery
Vaho Kafe & Pressery,No,No,3.9,125,Bannerghatta Road,Cafe,500,Delivery
Zhangs Classic,Yes,No,2.6,170,Bannerghatta Road,Casual Dining,600,Delivery
Biryani Rooh-e-Khaas,Yes,No,,0,Bannerghatta Road,Quick Bites,400,Delivery
Guru Greens,No,No,3.8,89,Bannerghatta Road,Casual Dining,550,Delivery
D View Cafe,Yes,No,4.0,507,JP Nagar,"Cafe, Quick Bites","1,000",Delivery
The Cuboidal,Yes,No,3.6,16,BTM,Quick Bites,300,Delivery
Delifusion - Hunger Sorted,Yes,No,3.3,6,Bannerghatta Road,Quick Bites,500,Delivery
Flavour of China,Yes,No,3.8,254,BTM,Casual Dining,550,Delivery
Al-Marhaba Restaurant,Yes,No,,0,BTM,Quick Bites,400,Delivery
Gujrati Mess,Yes,No,3.6,18,JP Nagar,Mess,200,Delivery
Heaven 2 Oven,Yes,No,,0,BTM,Quick Bites,300,Delivery
Cake-O-Mania,Yes,No,3.4,7,Bannerghatta Road,"Takeaway, Delivery",300,Delivery
The Park Inn Restaurant,No,No,3.0,18,Bannerghatta Road,Quick Bites,450,Delivery
Green Go,Yes,No,,0,Bannerghatta Road,Beverage Shop,200,Delivery
The Cravery,Yes,No,2.6,18,JP Nagar,Cafe,500,Delivery
Eagle Ridge,No,Yes,3.2,8,Bannerghatta Road,Casual Dining,700,Delivery
Vidya Cafe,Yes,No,3.2,4,JP Nagar,Quick Bites,300,Delivery
Northern Bites,No,No,,0,Bannerghatta Road,Quick Bites,350,Delivery
Kabab Treat,Yes,No,2.8,334,Bannerghatta Road,Casual Dining,500,Delivery
Limra Hotel,Yes,No,3.3,26,BTM,Quick Bites,300,Delivery
Punjabi Unplugged,Yes,No,,0,Bannerghatta Road,Quick Bites,500,Delivery
Cafe Arabica,No,No,3.8,69,Bannerghatta Road,"Cafe, Bakery",700,Delivery
Bangalore Pizza & Pulse Juice Bar,No,No,,0,Bannerghatta Road,Food Court,500,Delivery
Pizza On The Way,No,No,,0,Bannerghatta Road,Quick Bites,300,Delivery
Smoor,Yes,No,3.6,18,Bannerghatta Road,Dessert Parlor,900,Delivery
Kafe Nook,Yes,No,3.6,35,BTM,Quick Bites,300,Delivery
Kumbha Bhojanam,No,No,3.6,11,Bannerghatta Road,Food Court,300,Delivery
Yummerica Fries,No,No,3.3,16,BTM,Quick Bites,300,Delivery
Frozen Bottle,Yes,No,3.6,59,JP Nagar,Beverage Shop,400,Delivery
Casa Piccosa,Yes,Yes,4.1,842,JP Nagar,"Casual Dining, Bar","1,100",Delivery
Rolls On Wheels,No,No,3.4,25,Bannerghatta Road,Quick Bites,300,Delivery
Bake Addiction,Yes,No,4.0,88,JP Nagar,Bakery,500,Delivery
Tongue Twisters,Yes,No,3.5,283,BTM,Quick Bites,350,Delivery
Hot Rolls & House Of Kebabs,Yes,No,3.1,55,JP Nagar,Quick Bites,200,Delivery
Aami Kolkata,No,No,3.3,5,Bannerghatta Road,Delivery,600,Delivery
Food Times,Yes,No,,0,JP Nagar,"Takeaway, Delivery",300,Delivery
Vaathsalya Millet Cafe,Yes,Yes,4.1,293,JP Nagar,Casual Dining,500,Delivery
Chaatimes,Yes,No,4.1,9,BTM,Quick Bites,250,Delivery
Hungry Buddies,No,No,3.3,33,BTM,Quick Bites,150,Delivery
Goodness! Beverages,Yes,No,,0,BTM,"Takeaway, Delivery",250,Delivery
The Chaat Shop,No,No,3.2,9,BTM,Quick Bites,100,Delivery
TheRiceBowl.In,Yes,No,3.4,19,BTM,Takeaway,200,Delivery
Guru Garden,No,No,2.9,106,Bannerghatta Road,Casual Dining,450,Delivery
Cakes By M,No,No,3.4,7,Bannerghatta Road,Delivery,500,Delivery
Brewz Coffee,Yes,No,3.0,61,BTM,Cafe,650,Delivery
Fritz Haber,Yes,No,3.4,4,South Bangalore,Delivery,450,Delivery
Athithi,No,No,2.8,80,Bannerghatta Road,Casual Dining,650,Delivery
Shee-Sha Cafe,No,Yes,3.6,39,Bannerghatta Road,"Cafe, Casual Dining",800,Delivery
Favourite Restaurant,Yes,No,,0,JP Nagar,"Takeaway, Delivery",300,Delivery
Melt - Eden Park,Yes,Yes,4.0,347,JP Nagar,Casual Dining,"1,000",Delivery
Roll N Rock,Yes,No,3.7,33,JP Nagar,Quick Bites,400,Delivery
Smooth Blender,Yes,No,3.4,7,Bannerghatta Road,Beverage Shop,300,Delivery
Sri Bhagya Grand,Yes,No,3.4,186,Bannerghatta Road,Casual Dining,450,Delivery
Shree Guru Juice 'N' Ice,Yes,No,3.3,5,Bannerghatta Road,Quick Bites,250,Delivery
Bhavya Military Hotel,No,No,3.5,18,Bannerghatta Road,Quick Bites,300,Delivery
Neals Cafe,No,No,3.1,14,Bannerghatta Road,Quick Bites,550,Delivery
Flavorsome Bakes,No,No,4.0,93,Bannerghatta Road,"Takeaway, Delivery",800,Delivery
Bake-ooh,No,No,3.7,17,Bannerghatta Road,"Takeaway, Delivery",350,Delivery
The Yummy Tummy,No,No,3.5,13,Bannerghatta Road,Quick Bites,200,Delivery
Mast Kalandar,No,No,2.4,183,Bannerghatta Road,Delivery,450,Delivery
One KG,No,No,,0,Bannerghatta Road,"Takeaway, Delivery",400,Delivery
Sultan's Biryani,No,No,3.0,12,Bannerghatta Road,Delivery,700,Delivery
Halli Sogasu,No,No,3.0,15,Bannerghatta Road,Casual Dining,600,Delivery
4671 Indian Coastal Cuisine,No,No,,0,Bannerghatta Road,Food Court,600,Delivery
Bake Feast,No,No,,0,Bannerghatta Road,Bakery,300,Delivery
Crepe Nation,Yes,No,3.8,12,South Bangalore,Food Truck,300,Delivery
RICE BAR,No,No,3.1,7,Bannerghatta Road,Delivery,500,Delivery
Kanika Biryani Paradise,No,No,3.4,15,Bannerghatta Road,Casual Dining,700,Delivery
Resto,No,No,3.7,40,Bannerghatta Road,Quick Bites,350,Delivery
New Tandoori Point,No,No,3.3,9,Bannerghatta Road,Quick Bites,600,Delivery
Shiv Sagar,No,No,2.9,85,Bannerghatta Road,Quick Bites,250,Delivery
Little Shangai,No,No,3.3,4,Bannerghatta Road,Food Court,400,Delivery
Nadella's Kitchen,No,No,3.3,4,Bannerghatta Road,Quick Bites,300,Delivery
Uncle's Kitchen,No,No,2.8,12,Bannerghatta Road,Quick Bites,450,Delivery
Maruthi Bar & Restaurant,No,No,,0,Bannerghatta Road,Casual Dining,800,Delivery
Coastal Inn,No,No,3.4,66,Bannerghatta Road,Casual Dining,800,Delivery
Mom's Momos,No,No,3.3,6,Bannerghatta Road,Quick Bites,300,Delivery
Aishwarya Parkland,No,No,2.9,59,Bannerghatta Road,Casual Dining,500,Delivery
Slice of Spice,No,No,3.1,4,Bannerghatta Road,Quick Bites,400,Delivery
Bao and Rolls,No,No,3.6,19,Bannerghatta Road,Quick Bites,250,Delivery
Andhra Bhojanam,No,No,3.6,21,Bannerghatta Road,Casual Dining,600,Delivery
Kedia's Fun Food,No,No,,0,Bannerghatta Road,Quick Bites,200,Delivery
Iyengar's Cakes and Cookies,No,No,,0,Bannerghatta Road,Bakery,200,Delivery
Kanchan Dhaba,No,No,3.2,4,Bannerghatta Road,Quick Bites,350,Delivery
Encyclofoodia,No,No,3.9,26,Bannerghatta Road,Quick Bites,350,Delivery
Bella?s Kitchen,No,No,2.9,31,Bannerghatta Road,Casual Dining,600,Delivery
Food Feast Multicusine Restaurant,No,No,3.3,16,Bannerghatta Road,Quick Bites,600,Delivery
Bangalir Rannaghar,No,No,2.9,58,Bannerghatta Road,Quick Bites,250,Delivery
Sai Samosa & Chat Corner,No,No,3.3,9,Bannerghatta Road,"Takeaway, Delivery",200,Delivery
Lalchee's Rasoi,No,No,3.6,162,Bannerghatta Road,Casual Dining,500,Delivery
Kailash Parbat,No,No,2.7,67,Bannerghatta Road,Food Court,300,Delivery
Just Bake,No,No,,0,Bannerghatta Road,Bakery,400,Delivery
Goli Vada Pav No 1,No,No,,0,Bannerghatta Road,,150,Delivery
Kitchen King,No,No,,0,Bannerghatta Road,Quick Bites,250,Delivery
Gowdru Hatti Nati Style,No,No,,0,Bannerghatta Road,Quick Bites,350,Delivery
Dream's Kitchen,No,No,3.1,7,Bannerghatta Road,Casual Dining,700,Delivery
MOYASS,No,No,,0,Bannerghatta Road,Casual Dining,600,Delivery
Tandoor Hut,No,No,2.2,90,Bannerghatta Road,Casual Dining,750,Delivery
The Chocolatiers,No,No,3.5,14,Bannerghatta Road,Dessert Parlor,150,Delivery
Ballava,No,No,3.3,5,Bannerghatta Road,Quick Bites,400,Delivery
Zaika Take Away,No,No,2.4,96,Bannerghatta Road,Casual Dining,500,Delivery
Sapid,No,No,,0,Bannerghatta Road,Delivery,250,Delivery
Sapid.in,No,No,,0,Bannerghatta Road,Delivery,350,Delivery
Hotel Muthu,No,No,,0,Bannerghatta Road,Quick Bites,200,Delivery
Orlando's Pizzeria,No,No,,0,Bannerghatta Road,Casual Dining,800,Delivery
Healthy Smoothie,No,No,,0,Bannerghatta Road,Delivery,300,Delivery
Snackiey,No,No,3.5,11,Bannerghatta Road,Quick Bites,250,Delivery
Hotel Shyam Mangalam & Catering Service,No,No,,0,Bannerghatta Road,Quick Bites,400,Delivery
Sheer Kurma,No,No,,0,Bannerghatta Road,Quick Bites,300,Delivery
Thalassery Food Court,No,No,,0,Bannerghatta Road,Casual Dining,500,Delivery
House Of Candy,No,No,,0,Bannerghatta Road,Confectionery,200,Delivery
Oye Bubly,No,No,,0,Bannerghatta Road,Quick Bites,200,Delivery
Doddamma Devi Juice & Chats Centre,No,No,,0,Bannerghatta Road,Quick Bites,200,Delivery
Kabab Corner,No,No,,0,Bannerghatta Road,Quick Bites,400,Delivery
Sandwich Mamas,No,No,3.2,4,Bannerghatta Road,Quick Bites,300,Delivery
